Student_ID,10th_Percentage,12th_Percentage,Undergraduate_GPA,Number_of_Backlogs,Certifications_Completed,Internship_Experience_Months,Technical_Skills_Count,Projects_Completed,Soft_Skills_Rating,Aptitude_Test_Score,Mock_Interview_Score,Hackathon_Participation,Volunteering_Experience,Extracurricular_Rating,Age,Gender,Location,Placement_Training_Participation,Interview_Call_Rates,Preferred_Role,Previous_Internship_Offers,Desired_Salary_Range,Placement_Offer,Postgraduate_Studies,Specialization_Field,Semester_Trend,Coding_Competitions_Participation,Tech_Stack_Expertise,GitHub_Activity,Leadership_Skills_Rating,Emotional_Intelligence_Score,Time_Management_Skills,Resume_Quality_Score,Alumni_Network_Engagement,Languages_Known,Disability_Status,Fathers_Occupation
STU07250,87.89,58.43,5.67,6,1,9,6,15,3.36,79.53,44.03,4,1,2.93,22,Other,Urban,0,9,Analyst,4,12.1,1,Yes,IT,Declining,3,10,62.59,3.09,1.82,1.58,3.17,7.1,2,None,Government Employee
STU07251,83.27,67.4,9.45,3,2,19,7,6,1.39,67.99,71.05,4,0,2.61,19,Male,Urban,1,7,Data Scientist,3,3.73,1,No,CIVIL,Consistent,5,9,31.23,2.6,2.18,2.93,1.99,54.41,4,Hearing,Engineer
STU07252,63.21,91.96,6.96,5,8,2,9,5,2.9,23.77,74.71,3,1,1.54,20,Other,Rural,1,10,Analyst,4,5.44,1,No,CSE,Improving,5,10,20.61,1.44,3.49,2.87,2.7,49.67,5,Mobility,Clerk
STU07253,50.73,75.13,9.9,7,6,22,4,6,4.13,14.7,94.47,3,5,2.73,20,Male,Urban,0,7,Tester,5,6.59,1,No,EEE,Declining,0,5,15.6,1.86,3.04,2.91,3.05,64.29,3,Visual,Mechanic
STU07254,63.15,90.72,7.05,8,9,5,4,10,4.7,56.37,86.53,4,5,2.27,18,Male,Urban,0,5,Data Scientist,3,3.07,0,Yes,MECH,Declining,4,6,92.88,1.09,1.57,2.26,4.88,78.5,4,Mobility,Technician
STU07255,92.26,95.95,5.48,6,10,12,9,8,4.34,61.97,80.72,1,2,2.35,20,Female,Urban,0,6,Analyst,3,3.39,0,No,ECE,Declining,2,5,24.23,4.07,3.37,4.72,3.33,23.6,4,Visual,Doctor
STU07256,51.11,78.32,5.83,4,7,2,4,13,1.2,7.75,36.42,1,4,3.67,21,Other,Urban,0,3,Tester,0,8.2,1,No,IT,Consistent,5,10,23.71,2.52,2.01,4.17,2.92,12.93,4,Visual,Engineer
STU07257,53.19,56.76,9.65,10,3,21,2,8,1.37,83.35,51.68,3,0,4.66,18,Other,Rural,0,4,Data Scientist,1,14.9,0,No,IT,Improving,4,1,81.27,1.62,1.09,3.96,1.08,40.41,5,Mobility,Businessman
STU07258,87.37,70,5.66,9,1,1,6,12,1.31,60.6,10.77,1,1,2.41,24,Male,Urban,0,5,Data Scientist,5,14.74,1,Yes,MECH,Consistent,1,8,19.24,4.66,2.27,2,2.72,89.98,4,Mobility,Driver
STU07259,53.77,55.94,9.51,8,1,14,1,18,4.1,80.99,24,4,4,2.23,23,Male,Urban,1,1,Tester,2,3.93,1,No,IT,Consistent,1,1,82.65,4.49,1.43,4.4,4.97,31.49,4,Mobility,Lawyer
STU07260,99.7,98.29,9.35,2,8,8,4,2,3.38,65.59,3.95,1,1,1.82,24,Female,Urban,0,4,Developer,3,6.2,0,Yes,EEE,Improving,4,5,93.42,3.63,1.44,1.64,4.73,73.64,3,Visual,Shopkeeper
STU07261,74.25,64.93,9.7,7,0,7,7,11,1.5,87.87,40.41,0,5,2.17,21,Female,Urban,1,5,Data Scientist,1,13.41,1,Yes,CIVIL,Consistent,4,4,75.41,1.66,1.01,1.28,4.08,90.01,2,None,Accountant
STU07262,67.78,90.88,8.08,3,1,2,8,15,2.34,11.89,61.39,0,1,3.44,18,Male,Rural,1,2,Developer,3,8.12,1,Yes,CSE,Declining,2,10,53.04,3.16,1.23,2.32,3.92,84.99,2,Mobility,Technician
STU07263,78.68,66.55,7.35,1,6,5,7,15,3.73,40.86,93.06,5,0,2.46,25,Other,Urban,0,4,Data Scientist,3,6.29,1,No,IT,Improving,1,2,15.76,3.03,1.62,1.47,2.46,29.73,2,Hearing,Accountant
STU07264,70.1,76.54,6.88,5,3,22,10,15,4.94,48.06,98.2,3,3,4.07,23,Other,Rural,0,8,Tester,2,13.82,0,No,EEE,Consistent,5,5,5.58,2.57,2.4,2.43,3.02,22.41,2,Visual,Engineer
STU07265,71.14,54,9.21,10,0,22,4,20,1.54,98.08,95.87,4,0,4.85,24,Male,Rural,1,10,Developer,2,11.86,0,Yes,CIVIL,Improving,5,7,1.46,3.39,3.7,4.51,1.19,23.17,5,Hearing,Driver
STU07266,57.5,74.83,9.68,3,2,1,6,14,1.91,89.25,69.17,0,0,4.71,25,Female,Rural,0,6,Developer,5,13.58,0,No,MECH,Improving,2,10,70.88,4.61,3.48,1.88,1.24,80.73,2,Hearing,Businessman
STU07267,82.94,56.14,5.34,5,0,22,2,7,4.54,62.85,18.41,3,1,2.67,22,Male,Rural,0,6,Developer,2,7.01,1,No,EEE,Improving,0,2,9.91,3.32,2.57,4.73,4.9,38.67,2,Visual,Doctor
STU07268,87.62,94.47,5.3,5,1,14,8,9,2,95.45,93.61,0,3,1.61,24,Female,Urban,0,9,Tester,1,14.54,1,Yes,CIVIL,Declining,0,1,62.47,1.36,3.75,1.12,2.51,2.63,2,None,Teacher
STU07269,64.68,99.13,9.93,10,1,8,3,17,2.87,46.66,11.78,5,4,4.68,21,Female,Rural,0,3,Tester,4,8.02,0,Yes,MECH,Improving,2,9,76.69,4.65,2.97,3.23,2.79,47.26,5,Hearing,Farmer
STU07270,93.5,69.87,7.37,8,10,21,5,14,3.64,29.64,16.17,0,2,4.21,25,Male,Rural,1,3,Data Scientist,1,11.89,1,No,MECH,Consistent,1,2,24.86,3.49,4.01,3.41,4.76,67.59,1,None,Technician
STU07271,97.18,80.45,6.38,10,3,17,9,20,2.55,51.14,90.11,5,4,3.67,24,Female,Rural,1,10,Data Scientist,0,13.43,1,No,MECH,Consistent,5,4,96.55,1.17,4.26,3.91,4.52,23.22,3,Visual,Businessman
STU07272,60.69,94,6.19,0,5,12,6,19,2.49,81.99,27.16,3,4,4.43,20,Female,Rural,1,9,Tester,0,12.27,1,No,EEE,Declining,3,6,54.76,3.25,3.26,1.37,3.35,76.29,2,Visual,Farmer
STU07273,50.72,53.63,9.79,8,0,3,2,5,3.44,84.32,39.51,0,5,4.34,19,Female,Urban,1,5,Tester,5,10.26,0,Yes,CIVIL,Consistent,4,2,10.84,1.76,3.04,1.95,3.16,64.27,2,Visual,Police Officer
STU07274,59.87,90.71,9.85,4,6,15,2,5,4.88,48.64,58.1,1,5,1.98,24,Male,Rural,1,5,Analyst,0,10.26,0,Yes,IT,Declining,3,4,92.95,4.35,1.81,1.84,3.21,42.34,5,Hearing,Farmer
STU07275,70.29,76.12,9.15,9,0,16,1,13,4.11,57.31,6.19,0,1,2.35,25,Male,Urban,0,5,Developer,2,5.2,1,No,ECE,Improving,1,1,45.14,4.23,1.42,2.22,4.04,48.91,1,Hearing,Businessman
STU07276,84.56,62.62,5.81,6,10,7,3,12,3.92,45.44,16.94,3,1,4.21,20,Other,Urban,1,10,Analyst,1,10.11,1,Yes,ECE,Declining,4,3,64.12,4.67,1.14,1.41,3.21,62.38,5,Visual,Mechanic
STU07277,96.36,94.4,8.01,9,1,18,1,14,3.04,89.9,6.61,1,2,3.09,20,Female,Rural,1,10,Developer,2,7.12,0,No,IT,Improving,1,3,13.88,1.52,2.72,1.35,2.35,36.81,2,Visual,Army Personnel
STU07278,91.96,73.08,5.74,8,8,23,10,3,4.72,36.46,97.7,4,3,4.37,23,Other,Rural,1,1,Data Scientist,1,8.88,1,Yes,CSE,Consistent,3,1,28.83,1.72,1.12,2.91,1.22,26.02,1,Hearing,Driver
STU07279,76.96,86.25,6.32,6,0,0,1,12,4.92,65.63,63.34,0,4,3.44,20,Female,Rural,0,2,Analyst,4,13.96,1,Yes,CIVIL,Consistent,5,4,93.43,2.59,4.89,2.48,4.66,14.87,2,None,Farmer
STU07280,86.22,89.5,6.89,10,5,7,1,7,4.04,5.86,41.84,1,4,4.62,21,Other,Rural,0,7,Analyst,3,7.87,0,No,CIVIL,Declining,2,4,29.17,4.54,3.39,1.81,3.41,29.71,3,Visual,Army Personnel
STU07281,98.31,68,9.41,2,2,10,2,5,1.51,44.22,68.41,1,2,3.66,24,Other,Urban,0,8,Data Scientist,3,14.76,0,No,MECH,Improving,5,5,92.25,1.75,4.61,3.05,2.73,47.61,2,None,Driver
STU07282,96.58,62.46,8.11,0,10,0,6,5,2.1,53.88,61.92,0,5,2.81,19,Other,Rural,0,7,Data Scientist,2,8.57,0,No,ECE,Declining,2,1,65.53,2.78,4.29,2.24,2.61,91.54,1,Hearing,Farmer
STU07283,62.51,80.46,7.26,0,3,24,8,12,4.74,93.01,32.78,2,5,3.3,21,Female,Urban,1,4,Analyst,2,12.4,1,Yes,ECE,Declining,5,3,67.01,2.83,3.86,1.92,4.19,53.34,2,Visual,Teacher
STU07284,98.98,96.52,9.91,2,1,7,10,15,1.56,28.75,29.33,4,5,4.58,22,Female,Rural,0,10,Developer,0,7.62,0,No,CSE,Declining,4,1,72.11,1.25,3.38,3.6,4.44,83.84,4,Visual,Clerk
STU07285,99.28,74.43,8.73,10,0,16,2,11,2.39,12.05,76.11,2,5,2.59,21,Female,Urban,1,7,Data Scientist,5,5.84,0,Yes,MECH,Improving,3,5,89.31,1.77,2.93,3.66,3.93,58.57,3,Hearing,Government Employee
STU07286,54.58,63.97,8.7,10,4,0,2,3,1.34,87.37,70.25,2,1,2.01,19,Other,Rural,0,9,Developer,5,4.84,0,Yes,MECH,Consistent,0,1,92.94,2.02,2.28,1.19,1.45,83.38,2,Visual,Army Personnel
STU07287,55.04,54.91,7.87,7,4,9,9,7,2.8,84.82,55.74,1,4,2.74,25,Other,Rural,1,7,Tester,3,9.76,1,No,MECH,Improving,3,1,72.33,3.72,2.41,3.12,4.29,84.59,3,Mobility,Government Employee
STU07288,82.16,54.87,6.88,8,4,23,6,14,1.5,24.1,80.26,3,4,4.58,23,Other,Urban,1,3,Data Scientist,1,13.27,0,Yes,EEE,Declining,5,2,3.69,1.32,4.47,3.94,2.77,45.98,4,Visual,Police Officer
STU07289,54.72,61.13,8.07,1,4,22,5,3,3.78,54.19,86.81,5,5,3.18,25,Male,Urban,0,3,Developer,0,6.23,0,Yes,CIVIL,Consistent,1,7,42.68,1.59,3.67,2.88,1.33,38.88,1,Mobility,Clerk
STU07290,53.46,58.67,9.23,0,0,11,2,5,3.89,33.9,37.35,5,0,1.15,18,Other,Rural,0,3,Tester,5,13.21,1,Yes,CIVIL,Declining,5,7,65.5,3.73,3.16,4.72,2.45,34.65,1,None,Doctor
STU07291,72.88,71.7,6.27,10,4,4,1,10,1.58,58.65,84.11,0,3,4.23,20,Other,Urban,0,4,Data Scientist,2,6.08,1,No,EEE,Declining,3,7,56,4.91,3.22,2.29,1.36,55.37,3,Hearing,Farmer
STU07292,93.26,55.24,9.66,2,6,22,3,5,3.73,98.86,51.62,5,2,4.49,24,Male,Rural,1,6,Tester,4,5.23,0,Yes,IT,Consistent,2,1,8.52,2.53,2.84,4.56,4.89,81.4,1,Hearing,Engineer
STU07293,53.5,73.18,9.91,3,1,15,2,10,1.04,61.27,1.31,1,0,1.52,22,Male,Urban,0,7,Tester,4,4.94,0,No,ECE,Consistent,3,7,33.29,2.5,3.38,4.56,1.75,3.57,3,Mobility,Teacher
STU07294,86.53,93.02,6.79,0,10,18,8,13,3.91,97.79,21.25,0,2,3.08,20,Female,Urban,0,8,Developer,1,13.74,1,Yes,CIVIL,Declining,4,6,71.78,4.05,1.78,3.14,3.39,98.78,2,Visual,Technician
STU07295,86.09,90.37,6.13,5,0,4,2,6,3.31,52.15,5.97,2,4,1.24,18,Male,Urban,0,8,Developer,4,14.21,1,No,CSE,Consistent,3,3,84.26,2.48,4.42,3.62,4.63,69.31,4,None,Driver
STU07296,99.87,70.98,9.93,8,7,18,9,5,3.72,25.53,96.86,5,2,4.06,23,Other,Rural,0,1,Analyst,4,3.53,1,Yes,CSE,Declining,3,9,69.66,4.21,3.31,4.68,4.07,64.29,4,None,Accountant
STU07297,85.21,98.61,5.29,9,2,16,2,5,3.5,28.01,67.34,2,3,2.45,22,Female,Rural,1,10,Analyst,5,13.15,0,No,ECE,Consistent,5,7,11.54,2.37,4.12,1.6,4.68,17.44,3,None,Engineer
STU07298,72.12,86.92,8.92,1,2,8,6,17,2.28,31.81,75.99,2,0,3.49,18,Female,Rural,0,2,Data Scientist,3,13.78,0,No,CIVIL,Improving,0,1,27.9,1.58,1.03,1.64,1.21,88.69,3,None,Accountant
STU07299,93.64,68.8,9.26,0,5,16,3,17,4.19,26.73,84.1,2,1,2.79,18,Female,Rural,1,6,Analyst,5,11.41,0,No,ECE,Consistent,1,10,48.07,3.67,3.01,3.3,2.06,53.63,3,None,Government Employee
STU07300,98.31,98.18,5.61,6,1,1,4,2,3.68,24.73,8.18,0,2,4.3,19,Other,Urban,1,5,Data Scientist,3,7.1,1,No,CSE,Improving,0,4,27.15,2.28,3.9,1.87,4.17,69.63,1,None,Teacher
STU07301,84.8,81.84,5.6,4,5,0,9,18,4.66,44.77,86.45,5,3,4.73,22,Male,Urban,0,3,Tester,2,7.31,0,No,CIVIL,Consistent,0,4,71.47,4.7,2.27,3.78,2.32,25.62,5,Visual,Doctor
STU07302,62.89,62.66,5.16,3,9,17,4,17,3.07,75.5,37.5,5,2,4.62,24,Female,Urban,1,7,Developer,4,3.44,0,Yes,CIVIL,Consistent,0,3,88.21,4.3,1.21,2.33,3.03,20.07,3,None,Clerk
STU07303,74.13,97.33,7.1,10,4,10,4,11,2.2,69.01,47.04,4,4,2.27,24,Other,Urban,1,0,Analyst,5,12.65,1,Yes,CSE,Consistent,2,2,79.24,4.88,4.58,4.52,1.43,54.77,2,Mobility,Engineer
STU07304,84.7,87.93,7.38,1,6,20,3,2,3.53,25.13,12.02,3,2,1.24,23,Male,Rural,1,7,Tester,3,8.18,1,Yes,IT,Declining,1,10,17.2,2.83,4.79,2.03,2.43,71.88,3,None,Teacher
STU07305,93.47,56.18,9.99,2,6,23,2,12,1.33,73.23,85.56,2,4,1.3,23,Other,Rural,0,3,Analyst,5,10.68,0,No,CIVIL,Consistent,5,5,19.21,1.58,2.75,3.93,1.81,49.48,4,Visual,Technician
STU07306,66.63,73.31,5.45,9,1,1,7,11,1.95,57.57,19.97,4,1,3.95,22,Male,Urban,1,2,Data Scientist,0,13.48,0,Yes,IT,Consistent,1,9,57.89,1.45,4.63,3.39,1.06,84.82,3,Visual,Doctor
STU07307,81.18,93.78,6.88,4,10,12,6,14,2.89,78.87,37.05,3,4,2.6,22,Other,Urban,0,10,Tester,3,6.12,0,Yes,MECH,Consistent,1,3,70.13,2.6,4.89,2.64,1.65,54.97,3,Hearing,Businessman
STU07308,89.26,66.33,9.3,10,5,22,3,9,3.09,17.28,60.4,4,4,3.95,22,Female,Rural,1,1,Tester,1,5.42,0,No,EEE,Improving,4,2,42.57,3.89,1.08,1.82,3.73,99.11,1,None,Government Employee
STU07309,50.04,56.5,7.84,5,10,22,7,17,2.86,22.64,77.3,0,5,1.8,18,Other,Urban,0,6,Tester,5,13.68,0,Yes,IT,Improving,3,6,14.57,2.97,3.59,3.53,1.11,68.15,2,Hearing,Army Personnel
STU07310,64.14,64.08,8.11,7,5,24,2,19,3.3,0.08,63.03,5,2,3.78,25,Other,Urban,0,9,Tester,3,5.97,0,No,MECH,Consistent,0,3,51.33,4.32,3.7,1.64,4.15,10.92,5,None,Army Personnel
STU07311,74.82,66.25,8.08,0,7,4,2,11,2.9,49.12,48.69,4,3,2.53,21,Female,Rural,0,10,Developer,1,6.43,1,Yes,EEE,Consistent,1,10,31.57,1.28,1.33,3.36,1.46,2.8,1,Mobility,Engineer
STU07312,73.41,51.35,9.96,8,6,21,7,13,3.38,11.08,49.78,3,0,3.65,22,Other,Urban,1,5,Analyst,0,9.18,0,Yes,ECE,Consistent,2,3,9.19,2.45,2.99,2.3,2.27,98.88,5,Mobility,Engineer
STU07313,76.41,88.87,5.24,2,10,19,9,13,3.26,18.24,48.75,1,0,1.75,25,Male,Urban,0,0,Tester,3,10.86,0,Yes,EEE,Declining,4,9,87.92,2.07,2.15,3.31,4.76,22.41,4,Mobility,Army Personnel
STU07314,81.16,77.17,9.75,1,2,0,2,15,2.99,35.78,32.97,1,4,1.61,19,Other,Urban,0,5,Analyst,0,13.52,0,Yes,CSE,Consistent,2,5,59.61,1.66,2.23,3.2,4.85,99.49,4,Hearing,Technician
STU07315,84.12,82.3,7.87,10,10,23,1,19,1.22,89.32,19.95,3,2,1.93,24,Female,Rural,0,0,Tester,3,6.61,1,Yes,CIVIL,Improving,5,4,19.54,4.92,3.57,3.7,2.07,37.16,5,Visual,Clerk
STU07316,98.34,68.21,5.27,9,7,24,9,12,4.49,12.35,59.67,3,1,1.79,21,Other,Rural,0,3,Tester,2,7,0,Yes,IT,Consistent,1,8,50.03,4.85,3.32,3.41,3.27,51.51,2,None,Engineer
STU07317,71.64,95.15,9.51,7,7,5,9,19,2.21,4.52,12.81,0,0,1.67,21,Male,Rural,1,10,Tester,2,4.19,0,No,IT,Consistent,5,7,38.01,3.01,1.51,2.2,1.67,1.28,5,Mobility,Farmer
STU07318,95.57,95.16,9.75,2,8,22,7,18,1.08,42.81,32.13,3,2,3.89,22,Female,Rural,0,6,Tester,5,7.53,0,No,CSE,Consistent,1,1,89.47,4.44,3.85,3.22,1.96,72.01,4,Mobility,Police Officer
STU07319,77.27,56.39,8.79,9,2,20,7,13,1.12,79.44,56.46,5,2,3.67,19,Male,Urban,0,2,Developer,3,14.45,1,No,CSE,Improving,4,5,27.2,2.13,4.93,1.97,2.71,40.99,1,Visual,Police Officer
STU07320,84.29,95.7,6.96,9,3,17,4,18,4.7,33.66,36.4,1,1,4.48,23,Female,Urban,1,9,Analyst,4,12.18,0,No,ECE,Declining,0,7,27.79,4.36,2.82,1.7,3.62,28.65,4,Mobility,Driver
STU07321,61.99,70.62,9.24,10,0,4,5,9,2.86,37.18,5.82,4,2,3.39,23,Male,Rural,0,10,Developer,4,6.86,1,No,CSE,Improving,1,9,94.65,4.58,4.69,1.48,1.34,3.97,4,Hearing,Technician
STU07322,73.41,59.59,6.74,2,1,20,6,2,4.57,52.84,78.41,5,0,2.85,22,Female,Urban,0,0,Tester,4,4.46,1,No,ECE,Improving,3,9,14.46,4.61,3.81,2.13,2.31,8.07,1,Hearing,Farmer
STU07323,86.13,83.72,9.19,2,7,21,8,12,3.83,96.16,37.65,0,1,4.85,20,Other,Urban,0,6,Tester,2,4.15,1,Yes,CIVIL,Improving,2,5,65.32,4.29,4.41,4.51,4.83,50.56,5,Mobility,Shopkeeper
STU07324,65.94,70.29,5.85,4,3,8,4,11,1.41,38.97,24.25,3,3,2.49,18,Female,Urban,1,8,Data Scientist,3,11.8,1,No,ECE,Consistent,3,6,61.84,3.54,3.84,1.49,4.03,46.98,3,Hearing,Driver
STU07325,89.54,56.65,8.26,0,2,20,6,2,2.31,91.24,41.96,0,2,3.4,21,Female,Rural,0,8,Tester,2,9.99,0,Yes,CIVIL,Declining,4,1,48.06,1.78,1.05,4.4,1.08,92.65,4,Hearing,Farmer
STU07326,71.29,87.61,6.12,0,1,14,10,7,1.72,15.09,57.22,4,0,3.99,23,Female,Urban,1,7,Data Scientist,1,14.47,1,No,CIVIL,Consistent,2,7,16.39,1.17,1.14,1.19,2.17,12.64,2,Hearing,Farmer
STU07327,57.53,63.62,6.5,7,3,10,4,11,4.25,3.24,28.93,1,2,1.94,22,Female,Urban,0,0,Analyst,5,9.95,0,Yes,CSE,Declining,2,3,13.97,4.43,1.67,3.69,4.56,33.45,4,Visual,Doctor
STU07328,94.8,58.46,6.72,6,10,23,8,2,4.81,55.35,24.84,4,4,1.68,19,Other,Urban,0,10,Tester,5,7.06,1,No,MECH,Improving,0,7,3.29,4.09,1.53,1.37,4.37,24.41,2,Mobility,Doctor
STU07329,63.28,50.79,6.54,4,3,23,10,7,3.42,17.54,13.18,0,0,4.47,23,Other,Rural,1,1,Analyst,4,12.74,0,No,CIVIL,Consistent,1,9,77.03,4.31,4.11,2.3,2.11,60.45,3,Hearing,Teacher
STU07330,92.51,59.91,6.01,5,7,9,6,4,1.77,49.14,34.14,0,2,2.19,21,Other,Urban,1,6,Tester,4,11.03,1,No,MECH,Declining,3,5,82.47,2.38,1.8,4.75,3.61,2.49,3,Mobility,Doctor
STU07331,78.45,67.8,8.86,9,9,0,6,14,1.13,89.6,29.52,5,5,4.21,18,Female,Urban,1,10,Developer,2,6.87,0,Yes,CIVIL,Improving,2,8,78.6,3.67,1.34,1.35,3.78,95.33,5,Hearing,Accountant
STU07332,51.51,76.72,5.66,1,2,14,7,3,2.93,65.51,39.03,0,0,4.44,19,Female,Urban,1,9,Developer,3,9.31,0,Yes,CIVIL,Consistent,0,2,35.24,4.61,1.38,1.25,4.9,75.99,1,Hearing,Driver
STU07333,90.14,97.97,6.57,4,6,22,6,13,1.13,10.28,49.6,5,1,1.05,21,Female,Urban,1,3,Analyst,2,6.69,0,Yes,ECE,Declining,4,5,4.57,3.4,2.07,3.28,1.96,10.94,5,Hearing,Businessman
STU07334,52.68,85.52,5.39,10,2,5,4,14,3.66,29.12,58.55,3,2,1.89,20,Female,Urban,0,6,Analyst,0,9.97,0,Yes,IT,Improving,3,9,9.63,2.23,2.89,1.42,2.26,48.9,2,Hearing,Technician
STU07335,67.45,56.4,9.27,1,6,17,4,18,3.61,98.07,95.94,2,5,3.13,22,Male,Rural,0,1,Data Scientist,1,9.59,1,No,IT,Consistent,3,3,56.47,3.48,1.2,1.65,1.68,72.79,4,Hearing,Farmer
STU07336,91.58,53.4,6.46,6,10,15,2,14,1.6,55.94,46.68,3,1,1.65,19,Male,Rural,0,6,Data Scientist,1,4.54,1,No,CSE,Consistent,4,7,5.97,2.59,3.1,3.75,2.14,68.21,5,None,Doctor
STU07337,68.78,85.24,5.88,3,10,17,9,3,3.87,6.99,96.28,2,5,2.49,20,Other,Rural,1,7,Tester,2,12.44,0,No,ECE,Consistent,0,10,98.68,1.29,1.74,2.73,3.9,34,2,Visual,Lawyer
STU07338,96.39,58.34,5.25,8,9,1,4,14,2.37,64.67,80.92,0,0,4.81,25,Female,Rural,1,9,Developer,4,8.21,1,No,MECH,Consistent,3,4,24.59,4.91,4.54,2.28,4.25,49.46,5,Hearing,Government Employee
STU07339,86.86,93.87,8.99,1,0,1,9,8,1.92,58.43,86.62,4,1,4.55,23,Other,Rural,0,0,Developer,0,10.67,0,Yes,CIVIL,Consistent,1,4,41.5,4.46,4.55,2.03,1.79,67.54,5,Mobility,Farmer
STU07340,93.75,52.88,6.11,5,4,20,4,11,3.76,43.65,95.62,3,5,2.62,18,Other,Rural,1,2,Data Scientist,4,14.83,0,Yes,ECE,Declining,4,10,54.36,2.56,1.78,1.45,1.49,62.91,1,Visual,Mechanic
STU07341,68.54,60.2,6.03,4,8,24,5,9,2.57,54.39,55.63,2,3,2.68,19,Female,Rural,1,8,Analyst,1,8.33,1,Yes,CSE,Declining,4,10,47.51,2.99,3.02,1.63,1.68,22.32,5,None,Driver
STU07342,85.5,56.64,9.88,10,5,12,8,5,1.79,88.61,83.29,2,0,1.01,21,Female,Urban,0,5,Tester,4,14.77,0,Yes,CSE,Consistent,4,1,82.78,3.92,1.13,3.52,2.6,24.14,2,None,Government Employee
STU07343,51.23,79.85,6.27,5,9,22,1,1,3.53,19.18,86.01,1,1,3.24,20,Other,Rural,0,8,Developer,2,4.88,1,No,CSE,Declining,3,4,36.29,4.6,4.65,1.78,4.39,68.5,1,Hearing,Accountant
STU07344,52.52,60.28,5.46,1,1,7,4,15,3.32,32.21,91.58,0,2,2.78,19,Other,Rural,1,0,Tester,0,14.26,1,Yes,CIVIL,Consistent,4,1,46.61,4.13,3.42,3.59,3.53,33.13,1,Visual,Engineer
STU07345,81.14,59.03,8.01,5,0,13,3,13,1.72,77.24,36.25,5,5,2.06,22,Other,Rural,1,3,Tester,1,7.05,0,Yes,IT,Declining,2,3,84.18,4.09,4.8,1.2,1.19,61.99,3,Hearing,Teacher
STU07346,78.27,52.12,6.12,2,7,17,5,13,2.55,3.31,46.49,1,4,3.63,25,Other,Rural,1,6,Data Scientist,4,13.18,0,No,ECE,Improving,2,7,78.06,2.97,4.71,3,3.94,36.36,5,Mobility,Shopkeeper
STU07347,59.2,79.57,6.49,5,2,2,1,20,1.43,35.98,93.97,5,3,4.8,22,Female,Urban,0,0,Developer,2,7.4,1,Yes,CSE,Declining,3,2,72.44,3.17,4.72,2.72,3.55,32.34,4,None,Clerk
STU07348,57.03,52.9,5.71,2,0,6,4,17,1.79,90.28,82.94,0,5,1.98,19,Other,Rural,0,7,Data Scientist,0,8.39,0,No,MECH,Declining,0,1,49.84,4.15,3.55,4.89,1.68,38.66,3,None,Businessman
STU07349,65.11,78.01,9.1,2,3,5,2,3,4.51,54.81,77.78,5,0,4.14,24,Female,Rural,1,5,Data Scientist,1,3.9,1,Yes,CSE,Declining,2,3,32.76,4.08,2.45,3.89,1.13,5.51,5,Visual,Teacher
STU07350,74.36,97.75,8.97,8,8,18,6,17,1.4,77.32,53.57,3,2,2.57,24,Male,Urban,0,5,Tester,3,8.46,1,No,EEE,Improving,4,8,89.67,3.66,2,1.06,3.5,59,5,Mobility,Doctor
STU07351,78.51,80.4,5.8,4,7,23,3,13,3.18,27.53,38.07,2,4,2.17,20,Male,Urban,1,1,Developer,3,14.83,1,Yes,CSE,Consistent,3,5,47.69,2.84,4.13,4.17,2.68,55.02,3,Visual,Government Employee
STU07352,63.03,90.21,6.72,6,9,10,5,17,2.1,76.98,18.79,4,4,4.06,20,Female,Rural,1,3,Data Scientist,4,11.36,1,Yes,CIVIL,Declining,0,7,63.4,3.01,4.07,1.75,4.1,58.77,3,Mobility,Army Personnel
STU07353,51.08,51.59,8.18,0,6,24,10,3,4.33,42.82,74.06,3,5,3.1,18,Female,Rural,1,1,Tester,3,4.17,1,No,CSE,Consistent,3,6,28.4,1.77,3.79,3.53,1.11,34.7,2,Mobility,Engineer
STU07354,85.48,97.8,7.4,5,7,17,9,14,4.6,0.8,78.34,4,0,1.01,19,Male,Urban,1,10,Data Scientist,2,6.76,1,Yes,CIVIL,Declining,2,3,32.12,4.47,4.08,4.5,3.89,23.6,2,Mobility,Lawyer
STU07355,55.31,73.52,7.14,1,0,17,3,12,3.51,6.5,47.75,4,3,4.31,23,Female,Urban,0,10,Developer,1,13.8,0,No,EEE,Declining,2,3,53.77,2.31,1.77,4.55,1.27,7.45,2,Hearing,Army Personnel
STU07356,77.48,68.3,8.32,3,4,8,1,15,4.61,46.92,50.28,5,0,2.2,22,Female,Rural,1,1,Data Scientist,2,9.09,1,Yes,IT,Improving,0,7,3.55,4.99,2.18,4.4,4.62,86.26,3,None,Farmer
STU07357,69.95,99.92,9.22,0,2,24,1,9,1.72,35.92,9.3,4,4,3.9,22,Female,Urban,1,10,Data Scientist,4,7.62,0,Yes,CSE,Improving,0,5,15.52,1.72,3.56,3.39,1.07,18.71,1,None,Police Officer
STU07358,94.38,85.85,7.94,0,0,24,6,6,1.01,60.45,90.31,1,0,4.54,25,Other,Rural,0,8,Data Scientist,4,8.45,0,No,CSE,Improving,1,10,67.8,2.24,1.34,4.27,4.93,79.17,4,None,Government Employee
STU07359,55.29,61.56,7.25,4,9,20,6,3,3.48,60.28,52.3,2,3,3.86,24,Male,Urban,0,7,Data Scientist,4,14.87,0,No,EEE,Declining,5,7,4.17,4.57,4.21,1.56,1.01,53.54,3,Hearing,Clerk
